name,class_name,spec_name,amount,level,duration,startTime,report,server,bracketData,faction,affixes,medal,score,leaderboard,guild,hidden,dungeon_name
挽风丶,Paladin,Protection,-239999620,12,1027560,1763307884440,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 885, 'name': '风暴峭壁', 'region': 'CN'}",12,0,"[9, 10, 147]",gold,380,1,,,"Ara-Kara, City of Echoes"
苍盈,DemonHunter,Havoc,-239999620,12,1027560,1763307884440,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 750, 'name': '燃烧之刃', 'region': 'CN'}",12,0,"[9, 10, 147]",gold,380,1,,,"Ara-Kara, City of Echoes"
啾了个咪,Hunter,BeastMastery,-239999620,12,1027560,1763307884440,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 695, 'name': '斩魔者', 'region': 'CN'}",12,0,"[9, 10, 147]",gold,380,1,,,"Ara-Kara, City of Echoes"
墩墩的小蘿莉,Shaman,Restoration,-239999620,12,1027560,1763307884440,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 790, 'name': '罗宁', 'region': 'CN'}",12,-1,"[9, 10, 147]",gold,380,1,,,"Ara-Kara, City of Echoes"
无马尾滴西,DemonHunter,Havoc,-239999620,12,1027560,1763307884440,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 885, 'name': '风暴峭壁', 'region': 'CN'}",12,0,"[9, 10, 147]",gold,380,1,,,"Ara-Kara, City of Echoes"
Rasewpd,DeathKnight,Frost,-239999620,12,1075928,1761555781403,"{'code': 'jHkRFAY3zhdgNL7K', 'fightID': 2, 'startTime': 1761554349351}","{'id': 350, 'name': 'Twisting Nether', 'region': 'EU'}",12,1,"[9, 10, 147]",gold,380,0,"{'id': 196985, 'name': 'Помойка Гейминг', 'faction': 1}",,"Ara-Kara, City of Echoes"
Knuzaxx,Mage,Arcane,-239999620,12,1075928,1761555781403,"{'code': 'jHkRFAY3zhdgNL7K', 'fightID': 2, 'startTime': 1761554349351}","{'id': 340, 'name': 'Tarren Mill', 'region': 'EU'}",12,0,"[9, 10, 147]",gold,380,0,"{'id': 592749, 'name': 'Always Sunny in Tanaris', 'faction': 1}",,"Ara-Kara, City of Echoes"
Darkdurin,Paladin,Protection,-239999620,12,1075928,1761555781403,"{'code': 'jHkRFAY3zhdgNL7K', 'fightID': 2, 'startTime': 1761554349351}","{'id': 336, 'name': 'Stormscale', 'region': 'EU'}",12,0,"[9, 10, 147]",gold,380,0,,,"Ara-Kara, City of Echoes"
Ispankmyduck,Hunter,BeastMastery,-239999620,12,1075928,1761555781403,"{'code': 'jHkRFAY3zhdgNL7K', 'fightID': 2, 'startTime': 1761554349351}","{'id': 304, 'name': 'Kazzak', 'region': 'EU'}",12,1,"[9, 10, 147]",gold,380,0,"{'id': 572076, 'name': 'Healer Problem', 'faction': 1}",,"Ara-Kara, City of Echoes"
Drashah,Shaman,Restoration,-239999620,12,1079334,1761291966249,"{'code': 'KXCf8VGQqjFBkMgR', 'fightID': 4, 'startTime': 1761290212695}","{'id': 373, 'name': 'Khaz Modan', 'region': 'EU'}",12,1,"[9, 10, 147]",gold,380,0,"{'id': 768126, 'name': 'Les copains à bord', 'faction': 1}",,"Ara-Kara, City of Echoes"
Rijanâ,DemonHunter,Havoc,-239999620,12,1079334,1761291966249,"{'code': 'KXCf8VGQqjFBkMgR', 'fightID': 4, 'startTime': 1761290212695}","{'id': 406, 'name': 'Blackhand', 'region': 'EU'}",12,0,"[9, 10, 147]",gold,380,0,,,"Ara-Kara, City of Echoes"
Gneutaper,Warrior,Protection,-239999620,12,1079334,1761291966249,"{'code': 'KXCf8VGQqjFBkMgR', 'fightID': 4, 'startTime': 1761290212695}","{'id': 373, 'name': 'Khaz Modan', 'region': 'EU'}",12,1,"[9, 10, 147]",gold,380,0,"{'id': 768126, 'name': 'Les copains à bord', 'faction': 1}",,"Ara-Kara, City of Echoes"
Ramåge,DeathKnight,Frost,-239999620,12,1079334,1761291966249,"{'code': 'KXCf8VGQqjFBkMgR', 'fightID': 4, 'startTime': 1761290212695}","{'id': 283, 'name': 'Draenor', 'region': 'EU'}",12,0,"[9, 10, 147]",gold,380,0,"{'id': 511898, 'name': 'The Whimsicals', 'faction': 1}",,"Ara-Kara, City of Echoes"
Flashayhunt,Hunter,BeastMastery,-239999620,12,1079334,1761291966249,"{'code': 'KXCf8VGQqjFBkMgR', 'fightID': 4, 'startTime': 1761290212695}","{'id': 406, 'name': 'Blackhand', 'region': 'EU'}",12,0,"[9, 10, 147]",gold,380,0,,,"Ara-Kara, City of Echoes"
Facemiq,Rogue,Subtlety,-239999620,12,1047694,1768948065306,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 350, 'name': 'Twisting Nether', 'region': 'EU'}",12,1,"[9, 10, 147]",gold,380,1,,,"Ara-Kara, City of Echoes"
Дистопи,Warrior,Protection,-239999620,12,1047694,1768948065306,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 488, 'name': 'Гордунни', 'region': 'EU'}",12,0,"[9, 10, 147]",gold,380,1,,,"Ara-Kara, City of Echoes"
Grieverus,Mage,Frost,-239999620,12,1047694,1768948065306,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 419, 'name': 'Die Arguswacht', 'region': 'EU'}",12,0,"[9, 10, 147]",gold,380,1,"{'id': 142358, 'name': 'mag keiner', 'faction': 0}",,"Ara-Kara, City of Echoes"
Skwizzi,Hunter,BeastMastery,-239999620,12,1047694,1768948065306,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 304, 'name': 'Kazzak', 'region': 'EU'}",12,1,"[9, 10, 147]",gold,380,1,,,"Ara-Kara, City of Echoes"
Ellinori,Warrior,Fury,-239999620,12,1046343,1768940147657,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 321, 'name': 'Ravencrest', 'region': 'EU'}",12,0,"[9, 10, 147]",gold,380,1,,,"Ara-Kara, City of Echoes"
Hazgato,Druid,Balance,-239999620,12,1046343,1768940147657,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 329, 'name': 'Silvermoon', 'region': 'EU'}",12,0,"[9, 10, 147]",gold,380,1,,,"Ara-Kara, City of Echoes"
Moisey,Shaman,Restoration,-239999620,12,1046343,1768940147657,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 304, 'name': 'Kazzak', 'region': 'EU'}",12,1,"[9, 10, 147]",gold,380,1,,,"Ara-Kara, City of Echoes"
鸡兔同龙,Evoker,Preservation,-239999620,12,1079738,1762148202262,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 697, 'name': '无尽之海', 'region': 'CN'}",12,0,"[9, 10, 147]",gold,380,1,,,"Ara-Kara, City of Echoes"
青椒炒一切,Hunter,BeastMastery,-239999620,12,1079738,1762148202262,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 778, 'name': '神圣之歌', 'region': 'CN'}",12,0,"[9, 10, 147]",gold,380,1,,,"Ara-Kara, City of Echoes"
季节的季节,DeathKnight,Frost,-239999620,12,1057183,1767849297817,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 770, 'name': '白银之手', 'region': 'CN'}",12,0,"[9, 10, 147]",gold,380,1,,,"Ara-Kara, City of Echoes"
八零後的回憶,Warrior,Fury,-239999620,12,1057183,1767849297817,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 657, 'name': '寒冰皇冠', 'region': 'CN'}",12,1,"[9, 10, 147]",gold,380,1,,,"Ara-Kara, City of Echoes"
小鹅猎猎,Hunter,BeastMastery,-239999620,12,1057183,1767849297817,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 770, 'name': '白银之手', 'region': 'CN'}",12,0,"[9, 10, 147]",gold,380,1,,,"Ara-Kara, City of Echoes"
遗迹的信仰,Warrior,Protection,-239999620,12,1057183,1767849297817,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 826, 'name': '血色十字军', 'region': 'CN'}",12,1,"[9, 10, 147]",gold,380,1,,,"Ara-Kara, City of Echoes"
观山听烸,Shaman,Restoration,-239999620,12,1057183,1767849297817,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 720, 'name': '死亡之翼', 'region': 'CN'}",12,1,"[9, 10, 147]",gold,380,1,,,"Ara-Kara, City of Echoes"
Nomzingeli,Hunter,Survival,-239999620,12,1000001,1768855111999,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 370, 'name': 'Hyjal', 'region': 'EU'}",12,1,"[9, 10, 147]",gold,380,1,,,"Ara-Kara, City of Echoes"
Ligeia,DeathKnight,Frost,-239999620,12,1000001,1768855111999,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 329, 'name': 'Silvermoon', 'region': 'EU'}",12,0,"[9, 10, 147]",gold,380,1,,,"Ara-Kara, City of Echoes"
Tiggzz,Warrior,Protection,-239999620,12,1000001,1768855111999,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 283, 'name': 'Draenor', 'region': 'EU'}",12,1,"[9, 10, 147]",gold,380,1,,,"Ara-Kara, City of Echoes"
Ciradae,DemonHunter,Havoc,-239999620,12,1000001,1768855111999,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 293, 'name': 'Frostmane', 'region': 'EU'}",12,1,"[9, 10, 147]",gold,380,1,"{'id': 782331, 'name': 'Dungeon Meta', 'faction': 1}",,"Ara-Kara, City of Echoes"
Castarwoman,Shaman,Restoration,-239999620,12,1000001,1768855111999,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 394, 'name': 'Alexstrasza', 'region': 'EU'}",12,0,"[9, 10, 147]",gold,380,1,,,"Ara-Kara, City of Echoes"
Nezerelfufu,Rogue,Outlaw,-239999620,12,1050317,1768821776610,"{'code': 'DJyhV46Xn3KPbRpT', 'fightID': 5, 'startTime': 1768817071966}","{'id': 358, 'name': 'Archimonde', 'region': 'EU'}",12,1,"[9, 10, 147]",gold,380,0,,,"Ara-Kara, City of Echoes"
Proxysah,Hunter,BeastMastery,-239999620,12,1050317,1768821776610,"{'code': 'DJyhV46Xn3KPbRpT', 'fightID': 5, 'startTime': 1768817071966}","{'id': 350, 'name': 'Twisting Nether', 'region': 'EU'}",12,1,"[9, 10, 147]",gold,380,0,"{'id': 761774, 'name': 'Wipe Happens', 'faction': 1}",,"Ara-Kara, City of Echoes"
Depzdh,DemonHunter,Havoc,-239999620,12,1050317,1768821776610,"{'code': 'DJyhV46Xn3KPbRpT', 'fightID': 5, 'startTime': 1768817071966}","{'id': 304, 'name': 'Kazzak', 'region': 'EU'}",12,0,"[9, 10, 147]",gold,380,0,"{'id': 146602, 'name': 'INTERCREEP', 'faction': 1}",,"Ara-Kara, City of Echoes"
Ekoform,Druid,Restoration,-239999620,12,1050317,1768821776610,"{'code': 'DJyhV46Xn3KPbRpT', 'fightID': 5, 'startTime': 1768817071966}","{'id': 350, 'name': 'Twisting Nether', 'region': 'EU'}",12,0,"[9, 10, 147]",gold,380,0,"{'id': 758488, 'name': 'Gentle Pulls', 'faction': 0}",,"Ara-Kara, City of Echoes"
Anonymous,Hunter,BeastMastery,-239999620,12,951563,1768838211437,"{'code': '', 'fightID': None, 'startTime': None}",,12,1,"[9, 10, 147]",gold,380,1,,True,"Ara-Kara, City of Echoes"
Эмансипация,Paladin,Retribution,-239999620,12,951563,1768838211437,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 495, 'name': 'Ревущий фьорд', 'region': 'EU'}",12,1,"[9, 10, 147]",gold,380,1,"{'id': 511648, 'name': 'Пушистый легион', 'faction': 1}",,"Ara-Kara, City of Echoes"
Мапостол,Shaman,Restoration,-239999620,12,951563,1768838211437,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 495, 'name': 'Ревущий фьорд', 'region': 'EU'}",12,1,"[9, 10, 147]",gold,380,1,,,"Ara-Kara, City of Echoes"
Енондк,DeathKnight,Frost,-239999620,12,1066659,1768834902341,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 495, 'name': 'Ревущий фьорд', 'region': 'EU'}",12,1,"[9, 10, 147]",gold,380,1,"{'id': 585819, 'name': 'Энивей', 'faction': 1}",,"Ara-Kara, City of Echoes"
Feelvoid,DemonHunter,Havoc,-239999620,12,1066659,1768834902341,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 304, 'name': 'Kazzak', 'region': 'EU'}",12,0,"[9, 10, 147]",gold,380,1,,,"Ara-Kara, City of Echoes"
Цецуля,Hunter,BeastMastery,-239999620,12,1066659,1768834902341,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 495, 'name': 'Ревущий фьорд', 'region': 'EU'}",12,0,"[9, 10, 147]",gold,380,1,"{'id': 640875, 'name': 'Депо', 'faction': 1}",,"Ara-Kara, City of Echoes"
Нигдела,Evoker,Preservation,-239999620,12,1066659,1768834902341,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 495, 'name': 'Ревущий фьорд', 'region': 'EU'}",12,1,"[9, 10, 147]",gold,380,1,"{'id': 713048, 'name': 'Революция', 'faction': 1}",,"Ara-Kara, City of Echoes"
Дэдоквар,Warrior,Protection,-239999620,12,1066659,1768834902341,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 488, 'name': 'Гордунни', 'region': 'EU'}",12,0,"[9, 10, 147]",gold,380,1,,,"Ara-Kara, City of Echoes"
Joethefifth,Paladin,Protection,-239999620,12,1054987,1768832266013,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 18, 'name': 'Area 52', 'region': 'US'}",12,0,"[9, 10, 147]",gold,380,1,"{'id': 734915, 'name': 'Mass Casualties', 'faction': 0}",,"Ara-Kara, City of Echoes"
Warscream,Warrior,Fury,-239999620,12,1054987,1768832266013,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 123, 'name': 'Illidan', 'region': 'US'}",12,1,"[9, 10, 147]",gold,380,1,"{'id': 711643, 'name': 'Incoherent', 'faction': 1}",,"Ara-Kara, City of Echoes"
Chapye,Hunter,Marksmanship,-239999620,12,1054987,1768832266013,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 123, 'name': 'Illidan', 'region': 'US'}",12,1,"[9, 10, 147]",gold,380,1,,,"Ara-Kara, City of Echoes"
Tinitingle,DemonHunter,Havoc,-239999620,12,1054987,1768832266013,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 30, 'name': 'Barthilas', 'region': 'US'}",12,1,"[9, 10, 147]",gold,380,1,"{'id': 654211, 'name': 'Adamant', 'faction': 0}",,"Ara-Kara, City of Echoes"
Restorat,Shaman,Restoration,-239999620,12,1035542,1768827204458,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 269, 'name': 'Burning Blade', 'region': 'EU'}",12,0,"[9, 10, 147]",gold,380,1,"{'id': 780355, 'name': 'Fated', 'faction': 1}",,"Ara-Kara, City of Echoes"
Spúddy,Hunter,BeastMastery,-239999620,12,1035542,1768827204458,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 323, 'name': 'Runetotem', 'region': 'EU'}",12,0,"[9, 10, 147]",gold,380,1,"{'id': 796534, 'name': 'Fibonacci', 'faction': 1}",,"Ara-Kara, City of Echoes"
Anonymous,DemonHunter,Vengeance,-239999620,12,1035542,1768827204458,"{'code': '', 'fightID': None, 'startTime': None}",,12,0,"[9, 10, 147]",gold,380,1,,True,"Ara-Kara, City of Echoes"
Vivilock,Warlock,Destruction,-239999620,12,1048058,1768813545942,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 18, 'name': 'Area 52', 'region': 'US'}",12,1,"[9, 10, 147]",gold,380,1,"{'id': 7073, 'name': 'Dominion', 'faction': 1}",,"Ara-Kara, City of Echoes"
Bloodymaiden,Paladin,Retribution,-239999620,12,1048058,1768813545942,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 123, 'name': 'Illidan', 'region': 'US'}",12,1,"[9, 10, 147]",gold,380,1,,,"Ara-Kara, City of Echoes"
Abotalga,DeathKnight,Frost,-239999620,12,1048058,1768813545942,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 123, 'name': 'Illidan', 'region': 'US'}",12,0,"[9, 10, 147]",gold,380,1,,,"Ara-Kara, City of Echoes"
Krigze,Shaman,Restoration,-239999620,12,1048058,1768813545942,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 18, 'name': 'Area 52', 'region': 'US'}",12,0,"[9, 10, 147]",gold,380,1,"{'id': 131952, 'name': 'Knights of the Alliance', 'faction': 0}",,"Ara-Kara, City of Echoes"
샌성사제,Priest,Holy,-239999620,12,1013036,1768798450964,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 526, 'name': '아즈샤라', 'region': 'KR'}",12,0,"[9, 10, 147]",gold,380,1,,,"Ara-Kara, City of Echoes"
통등심돈가스,Shaman,Restoration,-239999620,12,1013036,1768798450964,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 526, 'name': '아즈샤라', 'region': 'KR'}",12,1,"[9, 10, 147]",gold,380,1,"{'id': 63626, 'name': 'Lumpen', 'faction': 1}",,"Ara-Kara, City of Echoes"
Hunterbm,Hunter,BeastMastery,-239999620,12,1061016,1768782781984,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 18, 'name': 'Area 52', 'region': 'US'}",12,1,"[9, 10, 147]",gold,380,1,"{'id': 556226, 'name': 'Underdogs', 'faction': 0}",,"Ara-Kara, City of Echoes"
Betastrofe,Priest,Discipline,-239999620,12,1061016,1768782781984,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 206, 'name': 'Stormrage', 'region': 'US'}",12,0,"[9, 10, 147]",gold,380,1,,,"Ara-Kara, City of Echoes"
Akzari,Mage,Frost,-239999620,12,1061016,1768782781984,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 173, 'name': 'Proudmoore', 'region': 'US'}",12,0,"[9, 10, 147]",gold,380,1,"{'id': 253288, 'name': 'Have You Seen My Xmog', 'faction': 1}",,"Ara-Kara, City of Echoes"
Извчтотрах,DemonHunter,Havoc,-239999620,12,1066593,1768769457407,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 495, 'name': 'Ревущий фьорд', 'region': 'EU'}",12,1,"[9, 10, 147]",gold,380,1,,,"Ara-Kara, City of Echoes"
Auchq,Warrior,Protection,-239999620,12,1066593,1768769457407,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 350, 'name': 'Twisting Nether', 'region': 'EU'}",12,0,"[9, 10, 147]",gold,380,1,,,"Ara-Kara, City of Echoes"
Fchaos,DemonHunter,Havoc,-239999620,12,1066593,1768769457407,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 329, 'name': 'Silvermoon', 'region': 'EU'}",12,0,"[9, 10, 147]",gold,380,1,"{'id': 6992, 'name': 'Синестезия', 'faction': 1}",,"Ara-Kara, City of Echoes"
爱夏疯,DeathKnight,Frost,-239999620,12,1020298,1763282295702,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 754, 'name': '狂热之刃', 'region': 'CN'}",12,1,"[9, 10, 147]",gold,380,1,,,"Ara-Kara, City of Echoes"
时鸣春中涧,Shaman,Elemental,-239999620,12,1020298,1763282295702,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 584, 'name': '凤凰之神', 'region': 'CN'}",12,0,"[9, 10, 147]",gold,380,1,,,"Ara-Kara, City of Echoes"
陈灬大猫,Shaman,Restoration,-239999620,12,1020298,1763282295702,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 854, 'name': '金色平原', 'region': 'CN'}",12,0,"[9, 10, 147]",gold,380,1,,,"Ara-Kara, City of Echoes"
神头鬼脸,DemonHunter,Havoc,-239999620,12,1020298,1763282295702,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 924, 'name': '埃霍恩', 'region': 'CN'}",12,1,"[9, 10, 147]",gold,380,1,,,"Ara-Kara, City of Echoes"
丢完飞盾就睡,Paladin,Protection,-239999620,12,1020298,1763282295702,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 584, 'name': '凤凰之神', 'region': 'CN'}",12,0,"[9, 10, 147]",gold,380,1,,,"Ara-Kara, City of Echoes"
색냥,Hunter,BeastMastery,-239999620,12,957173,1768744516827,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 526, 'name': '아즈샤라', 'region': 'KR'}",12,0,"[9, 10, 147]",gold,380,1,"{'id': 420696, 'name': '하와와', 'faction': 1}",,"Ara-Kara, City of Echoes"
연어뱃살덮밥,Paladin,Retribution,-239999620,12,957173,1768744516827,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 526, 'name': '아즈샤라', 'region': 'KR'}",12,1,"[9, 10, 147]",gold,380,1,,,"Ara-Kara, City of Echoes"
토키타오마,Paladin,Protection,-239999620,12,957173,1768744516827,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 526, 'name': '아즈샤라', 'region': 'KR'}",12,0,"[9, 10, 147]",gold,380,1,"{'id': 339482, 'name': 'Mate', 'faction': 1}",,"Ara-Kara, City of Echoes"
秦祥林丷,Warrior,Protection,-239999620,12,961077,1761188392923,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 750, 'name': '燃烧之刃', 'region': 'CN'}",12,0,"[9, 10, 147]",gold,380,1,,,"Ara-Kara, City of Echoes"
米奥莉奈,Druid,Restoration,-239999620,12,961077,1761188392923,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 786, 'name': '红龙女王', 'region': 'CN'}",12,0,"[9, 10, 147]",gold,380,1,,,"Ara-Kara, City of Echoes"
九日交个乱射,Hunter,BeastMastery,-239999620,12,961077,1761188392923,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 790, 'name': '罗宁', 'region': 'CN'}",12,0,"[9, 10, 147]",gold,380,1,,,"Ara-Kara, City of Echoes"
永远不孤立,DeathKnight,Frost,-239999620,12,961077,1761188392923,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 770, 'name': '白银之手', 'region': 'CN'}",12,0,"[9, 10, 147]",gold,380,1,,,"Ara-Kara, City of Echoes"
皎皎云间月乄,DemonHunter,Havoc,-239999620,12,1072291,1761546167709,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 844, 'name': '迦拉克隆', 'region': 'CN'}",12,1,"[9, 10, 147]",gold,380,1,,,"Ara-Kara, City of Echoes"
确实舒服,Mage,Arcane,-239999620,12,1072291,1761546167709,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 681, 'name': '恶魔之魂', 'region': 'CN'}",12,1,"[9, 10, 147]",gold,380,1,,,"Ara-Kara, City of Echoes"
邪尐魚,DeathKnight,Frost,-239999620,12,1072291,1761546167709,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 720, 'name': '死亡之翼', 'region': 'CN'}",12,1,"[9, 10, 147]",gold,380,1,,,"Ara-Kara, City of Echoes"
璃紫渊,Priest,Discipline,-239999620,12,1072291,1761546167709,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 562, 'name': '世界之树', 'region': 'CN'}",12,0,"[9, 10, 147]",gold,380,1,,,"Ara-Kara, City of Echoes"
拉希德,Warrior,Protection,-239999620,12,1072291,1761546167709,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 790, 'name': '罗宁', 'region': 'CN'}",12,0,"[9, 10, 147]",gold,380,1,,,"Ara-Kara, City of Echoes"
乖雪人,DemonHunter,Havoc,-239999620,12,1062150,1760586166850,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 750, 'name': '燃烧之刃', 'region': 'CN'}",12,0,"[9, 10, 147]",gold,380,1,,,"Ara-Kara, City of Echoes"
何云伟,Paladin,Protection,-239999620,12,1062150,1760586166850,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 790, 'name': '罗宁', 'region': 'CN'}",12,0,"[9, 10, 147]",gold,380,1,,,"Ara-Kara, City of Echoes"
梨猫猫丶,Hunter,BeastMastery,-239999620,12,1062150,1760586166850,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 750, 'name': '燃烧之刃', 'region': 'CN'}",12,1,"[9, 10, 147]",gold,380,1,,,"Ara-Kara, City of Echoes"
紫啧好,Shaman,Restoration,-239999620,12,1062150,1760586166850,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 666, 'name': '布兰卡德', 'region': 'CN'}",12,1,"[9, 10, 147]",gold,380,1,,,"Ara-Kara, City of Echoes"
王敏德,DeathKnight,Frost,-239999620,12,1062150,1760586166850,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 724, 'name': '永恒之井', 'region': 'CN'}",12,0,"[9, 10, 147]",gold,380,1,,,"Ara-Kara, City of Echoes"
云焕,Druid,Balance,-239999620,12,1060751,1761493716249,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 584, 'name': '凤凰之神', 'region': 'CN'}",12,0,"[9, 10, 147]",gold,380,1,,,"Ara-Kara, City of Echoes"
阿尼亚是天使,Hunter,BeastMastery,-239999620,12,1060751,1761493716249,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 584, 'name': '凤凰之神', 'region': 'CN'}",12,1,"[9, 10, 147]",gold,380,1,,,"Ara-Kara, City of Echoes"
